pair_id	premise	hypothesis	annotation_1	comment_1	annotator1_id	annotation_2	comment_2	annotator2_id	annotation_3	comment_3	annotator3_id	annotation_FINAL	label
P109	Naloge, ki jih ima po tem zakonu občinska skupščina oziroma njen predsednik, opravlja po izvolitvi občinskega sveta in župana občinski svet oziroma župan.	Po izvolitvi župana se v občinskem svetu ne spremeni nič, saj naloge še vedno pripadajo občinski skupščini.	C		annotator_G	C		annotator_A				C	contradiction
P110	»Kaj pa počneš, ko prideš iz šole?«	“Kaj delaš takrat, ko se vrneš iz šole?“	E		annotator_C	E		annotator_A				E	entailment
P111	“To zame ni bilo tako slabo mesto,” je priznal.	Boječe ji je priznal, da mu to ni najbolj ugajalo.	N		annotator_D	C		annotator_A					neutral
P112	Oblival ga je hladen pot, vendar je naposled uspel.	Potil se je in roke so se mu tresle, a uspešno je dokončal.	N		annotator_C	E		annotator_A					neutral
P113	(1) Proti odločbam Agencije je dovoljeno začeti postopek sodnega varstva.	(1) Neupoštevanje odločb Agencije onemogoča sprožitev postopka sodnega varstva.	C		annotator_D	N		annotator_A					contradiction
P114	2. ce je bila v letu 2005 pokojnina njihov edini dohodek, pod pogojem, da od pokojnine ni bila odtegnjena in placana akontacija dohodnine in pri akontaciji dohodnine zavezanci niso uveljavljali posebne olajšave za vzdrzevane druzinske clane.	2. Zavezanci, katerih edini vir dohodnine je pokojnina, ki med letom ni obdavčena in pri kateri ni priznana olajšava za vzdrževane družinske člane.	E	Pomanjkanje konteksta (točka?)	annotator_C	E	Neustrezen primer (alineja).	annotator_A				E	entailment
P115	»Zelo ste prijazni,« se je nasmehnila Kyla.	“Izjemno nesramni ste,“ je negodovala Kyla.	C		annotator_C	C		annotator_A				C	contradiction
P116	Študent nadgradi svoje znanje o dozorevanju grozdja; osnovni kemijski sestavi grozdja, mošta in vina; fizikalno-kemijskih lastnostih; biokemijskih in mikrobioloških procesih.	Šudent/ka ne pridobi novega znanja s področja dozorevanja grozdja, njegove osnovne kemijske sestave ter sestave mošta in vina ter tudi ne o biokemijskih in mikrobioloških procesih.	C		annotator_B	C		annotator_A				C	contradiction
P117	BOLEZEN TRAJA VEČ TEDNOV IN SE KONČA S POGINOM POVSEM IZČRPANE ŽIVALI.	KO ŽIVAL ZBOLI ZA TO BOLEZNIJO SE VEDNO IN POPOLNOMA POZDRAVI, KOT DA NI BILO NIČ.	C		annotator_G	C		annotator_A				C	contradiction
P118	Z dopolnili zato med drugim v SLS predlagajo, da kot socialna podjetja lahko delujejo tudi kmetije.	Kmetje se v smislu narave podjetja ne morejo opredeljevati drugače, kot je to predpisano na začetku njihovega delovanja.	C		annotator_G	N		annotator_A					contradiction
P119	Podpis: Zunajtelesne izkušnje so spontane oziroma hotene ločitve zavesti od fizičnega telesa.	Zunajtelesne izkušnje, pri katerih pride do ločitve človeške zavesti od telesa, se lahko zgodijo načrtno ali pa naravno.	E		annotator_E	E		annotator_A				E	entailment
P120	Prosim, da zasedete svoja mesta in da na začetku najprej ugotovimo prisotnost v dvorani.	Naprošam vas, da se postavite na vam odrejen prostor, da bomo lahko zabeležili dvoransko prisotnost.	E		annotator_F	E		annotator_A				E	entailment
P121	Zakon o načinu obračunavanja in izplačevanju plač (7. seja, 3.3.1993); Državni izbor je potrdil zakon na 5. seji (9.3.1993).	Zakon, potrjen v marcu 1993 na seji državnega zbora, določa način obračunavanja in izplačevanja plač, regresa, nagrad in nadomestil stroškov.	N		annotator_G	N		annotator_A				N	neutral
P122	Wallander je skremženega obraza zmajal z glavo in jih vrnil.	Wallander se je skremžil, komaj zaznavno odkimal in jih pustil tam.	N		annotator_C	E		annotator_A					neutral
P123	Cilj strategije je izboljšati dostop evropskih podjetij na trge tretjih držav.	Cilj tega načrta je, da bi izboljšali dostop evropskih podjetij do držav tretjega sveta.	E		annotator_B	E		annotator_A				E	entailment
P124	Ivan Kanič, je predlagal razširitev dnevnega reda, in sicer z obravnavo problematike financiranja IZUM-a in sistema COBISS.	Na seji je bila s strani enega izmed članov predlagana sprememba dnevnega reda.	N		annotator_C	E		annotator_A					neutral
P125	Vztrajali boste pri pogovoru s partnerjem, ki naj bi razjasnil nekatere zadeve.	Insistirali boste, da se o nerazjasnjenih stvareh pomenite s svojim življenjskim sopotnikom.	E		annotator_C	E		annotator_A				E	entailment
P126	Pogled se ji je stisnil, obraz se ji je stisnil.	Ko sva govorila sem videl, da ima nekaj v mislih.	N		annotator_G	N		annotator_A				N	neutral
P127	Bila sem na pol poti sem, ko me je zadel val eksplozije.	Na sredini poti do tu me je ujela eksplozija.	E		annotator_C	E		annotator_A				E	entailment
P128	Za izdelavo ogrlic lahko uporabimo različne vrste fižola, leče, koruzo, bučne peške in druga različna semena.	Iz semen raznih stročnic ne moremo narediti ogrlic.	C		annotator_C	C		annotator_A				C	contradiction
P129	Zdelo se ji je, da se je z njegovim končalo tudi njeno življenje.	Čutila je, da se je s koncem njegovega življenja njeno šele pričelo.	C		annotator_C	C		annotator_A				C	contradiction
P130	Organizator prav tako ni odgovoren za prijave, ki so nepopolne ali niso bile prejete, ter za (ne)resničnost podatkov, ki jih posredujejo sodelujoči.	Organiztor nagradne igre ni zadolžen za preverjanje točnosti prejetih podatkov o sodelujočih, pa tudi ne za prijave, ki ne ustrezajo pogojem.	N		annotator_C	E		annotator_A					neutral
P131	Drugi je bil precej mlajši ter gostih črnih las, visok in vitek.	Drugi ni bil tako star kot prvi, njegovi lasje so bili temni ter gosti, postava pa sloka in visoka.	E		annotator_B	E		annotator_A				E	entailment
P132	c) Cl2(aq) oksidira tako Br(aq) kot tudi I(aq).	c) Cl2 (aq) oksidira izključno Br(aq).	C		annotator_C	C		annotator_A				C	contradiction
P133	Pogledala je Liz in razumela sočutje, ki se ji je pokazalo v očeh.	Ob pogledu na Liz je dojela njeno v očeh izraženo sočutje.	E		annotator_C	E		annotator_A				E	entailment
P134	Pobudnik nas je seznanil z dokumenti, ki so kazali na dolgotrajno odločanje o ugovoru zoper začasno odredbo na okrajnem sodišču v Piranu (opr. št. P 85/2003).	Vemo, da obstajajo dokumenti o dolgotrajnem odločanju o ugovoru na začasno odredno na okrajnem sodišču, vendar jih še nismo videli.	C		annotator_B	N		annotator_A					contradiction
P135	Seveda je snov še vedno pomembna, toda čedalje manj.	Včasih je bilo tako, da so bile stvari pomembne, danes je to spet drugače.	E		annotator_G	E		annotator_A				E	entailment
P136	(1) Vsakdo, ki ima pravni interes v zvezi z odločbo carinskega organa, ima pravico do pritožbe.	(1) Vsakdo lahko da pisno pobudo za začetek pritožbenega postopka, če izkaže svoj pravni interes.	E		annotator_G	E		annotator_A				E	entailment
P137	Zlasti naraščajo pojavi pljučnega in kožnega raka, raka ledvic, debelega črevesa in danke pri obeh spolih, pri ženskah raka dojk, pri moških pa rakov ustne votline in žrela ter mehurja in mod.	Tako pri moških kot pri ženskah je opazen porast pojavitev naslednjih vrst raka: pljučnega, kožnega, raka ledvic, debelega črevesa in danke; ženske najpogosteje zbolijo za rakom dojk, moški pa za rakom ustne votline oz. žrela ter mehurja oz. mod.	E		annotator_C	E		annotator_A				E	entailment
P138	Seveda je snov še vedno pomembna, toda čedalje manj.	Materializem se je v sodobnem času precej hitro razpasel.	N		annotator_G	N		annotator_A				N	neutral
P139	»Torej v njenem vedenju ne opažate nobene razlike?«	“Njeno vedenje se vam torej zdi povsem drugačno od znanega?“	C		annotator_C	C		annotator_A				C	contradiction
P140	Komaj sem se zadržala, da nisem planila v smeh.	Zlahka sem se upirala izbruhu smeha.	C		annotator_C	C		annotator_A				C	contradiction
P141	To ne pomeni, da bi kar koli rad od tebe.	S tem sem želel povedati, da potrebujem tvojo uslugo.	C		annotator_B	C		annotator_A				C	contradiction
P142	Če gremo v astralni svet, je izrazito drugačen tudi občutek za prostor.	V nesnovnem svetu je občutek za prostor prav tako povsem drugačen od nam poznanega.	E		annotator_C	E		annotator_A				E	entailment
P143	Ob izbruhu prve svetovne vojne je bil poklican v vojsko.	Ko se je pričela prva vojna v zgodovini človeštva, ki je zajela ves svet, je umrlo veliko nedolžnih ljudi.	N		annotator_D	N		annotator_A				N	neutral
P144	Kot je znano, avtom starim do treh let - teh je približno 150.000 - ni treba na tehnični pregled in s tem tudi ne na merjenje izpustov izpušnih plinov.	Novejši avtomobili, ki jih je več kot sto tisoč, so oproščeni od tehničnega pregleda in vanj vštetega merjenja izpušnih plinov.	E		annotator_C	E		annotator_A				E	entailment
P145	NAPAČEN KORAK, KI JE ZDRSNIL ČEZ ROB...	KORAK V NAPAČNO SMER, PA JE ZGRMEL V PREPAD...	E		annotator_D	E		annotator_A				E	entailment
P146	Delovna mesta, na katerih poteka delo v skladu s prejšnjim odstavkom, se določijo v aktu o sistemizaciji delovnih mest.	Z aktom, ki sistematizira delovna mesta, so želeli poenostaviti sistem in kategorizirati delovna mesta po teku dela.	N		annotator_F	N		annotator_A				N	neutral
P147	A se mi zdi, da tega ne bosta upala tvegati.	Od njiju je odvisno ali bosta tvegala ali ne.	N		annotator_B	N		annotator_A				N	neutral
P148	Obstajajo športni avtomobili, ki voznika (vedno znova) prestrašijo.	Športni avtomobili so več, kot samo precenjeni, precej neuporabni so.	N		annotator_G	N		annotator_A				N	neutral
P149	»Kaj pa počneš, ko prideš iz šole?«	Vprašanje se glasi, kaj počne popoldne po povratku iz šole.	N		annotator_C	E		annotator_A					neutral
P150	Osvojili so pet naslovov šolskih prvakov, dve drugi in tri tretja mesta.	Na tekmovalce so bili za osvojena priznanja vsi ponosni.	N		annotator_E	N		annotator_A				N	neutral
P151	Vklopimo stikalo za pomožne črte in izberemo orodje za risanje vzporednic .	Vzporednice lahko rišemo kar s prosto roko, če imamo za to primerno orodje.	C		annotator_B	C		annotator_A				C	contradiction
P152	IN ZLOČINCEV NITI POD RAZNO NE ŽELIM FAVORIZIRATI KOT DA KAJ VELJAJO,SO NIČ POD NIČLOI	Moje mnenje je, da so tudi zločinci prav tako ljudje in so vredni ravno toliko kot drugi.	C		annotator_B	C		annotator_A				C	contradiction
P153	Hvaležen bi bil, če bi potrdili, da se vlada Slovenije strinja z vsebino tega pisma.“	Izrazil je svojo potencialno hvaležnost v primeru strinjanja slovenske vlade s tem, kar piše v omenjeni listini.	E		annotator_C	E		annotator_A				E	entailment
P154	Nekateri od njih so močno specializirani, drugi so bolj splošnonamenski.	Mnogi so zelo splošni in uporabni v različnih situacijah, drugi pa so ozko specifični.	E		annotator_G	E		annotator_A				E	entailment
P155	Hotel je reči, da Lily ni bilo preveč do seksa.	Mislil je reči, da si ga Lily strastno želi.	C		annotator_D	C		annotator_A				C	contradiction
P156	Jezus je rekel: »Blagor tistim, ki niso videli, pa so verovali!«	Veliki prerok je nekoč dejal, da bo tistim, ki niso videli, a so verjeli, vedno dobro.	E		annotator_G	E		annotator_A				E	entailment
P157	Jaz predlagam, da končamo replike, razpravo pa bomo seveda morali prekiniti.	Ker se je razprava ravno razgrela, nadaljujemo z novimi izhodiščnimi vprašanji.	C		annotator_F	C		annotator_A				C	contradiction
P158	Velika skupinska slika udeležencev likovne delavnice je med obiskovalci zbujala precej zanimanja.	Slika vseh udeležencev pretekle likovne delavnice je kljub svojemu velikemu formatu ostala neopažena.	C		annotator_B	C		annotator_A				C	contradiction
P159	Kaj se je zgodilo?« sem ga vprašal, ko smo prišli k njemu.	Dospeli smo na cilj, kjer sva izmenjala par besed.	N		annotator_C	E		annotator_A					neutral
P160	Verjetno se še nikdar ni zgodilo, da ga kdo ne bi upošteval.	Bil je negotov vase, vsak je podvomil o njem in nihče ga ni ubogal.	C		annotator_G	N		annotator_A					contradiction
P161	To je vse, kar je treba vedeti o njem.	O njem ni veliko znanega, kar vpliva na naše podatke.	N		annotator_G	N		annotator_A				N	neutral
P162	Tematsko razširjen voden ogled poleg botaničnega vrta zajema tudi ogled dela Univerzitetnega kmetijskega posestva UKC Pohorski dvor.	V okviru vsebinsko širokega vodenjea si ogledamo botanični vrt in košček Univerzitetnega kmetijskega posestva UKC Pohorski dvor.	E		annotator_D	E	Zatipek.	annotator_A				E	entailment
P163	Raje se ukvarjate s spomini na preteklost kot z izzivi sedanjosti in negotovostjo prihodnosti.	Pretiran strah pred zadnjšnjimi izzivi ter prihodnostjo lahko privede do velikega stresa; umirite se in pomislite, kako lepo ste se imeli včasih.	N		annotator_D	N		annotator_A				N	neutral
P164	Kendra Wilkinson, ki z možem Hankom pričakuje prvega otroka, ima o nosečnosti mešane občutke.	Družini Wilkinson se pridružuje nov član, kar pri zakoncih sproža valove čustev in sprememb.	N		annotator_F	N		annotator_A				N	neutral
P165	»Eee, gospod ...« se je zaslišalo od zadaj.	Ljudje so se me bali, nihče me ni upal nagovoriti.	C		annotator_G	N		annotator_A					contradiction
P166	KROMPIR JE MED TEMI RASTLINAMI ŠE NAJMANJ OKRASEN, ČUDOVITI PA SO RAZVIJAJOČI SE KORUZNI STORŽI S SVILNATIMI LASKI NA VRHU.	Tudi zelenjavne rastline so lahko okrasne - ne sicer vse (npr. krompir), nekatere, kot recimo koruza, ki ima na vrhu tanke svilnate laske, pa so lahko zelo lepe.	E		annotator_B	E		annotator_A				E	entailment
P167	Lutkovna predstava Gledališča Konj je primerna za otroke od 2. leta naprej in traja 30 minut.	V Gledališču konj se vsak dan odvijajo predstave, ki so namenjene tako našim najmlajšim kakor tudi njihovim staršem.	N		annotator_G	N		annotator_A				N	neutral
P168	Izboljšav je bilo deležno tudi podvozje, dodelali so natančnost krmila in s tem dosegli večje udobje in boljše vozne zmogljivosti.	Podvozje ter krmilo nista doživela nikakršnih sprememb, občutek vožnje je ostal enak.	C		annotator_C	C		annotator_A				C	contradiction
P169	To je vse, kar je treba vedeti o njem.	O njem čisto premalo veš, saj ni veliko znanega.	C		annotator_G	N		annotator_A					contradiction
P170	Predsednik skrbi in odgovarja za izvajanje odločitev pokrajinskega sveta in pokrajinskih odborov.	Poleg predstavništva nima predsednik pokrajinskega sveta nobenih posebnih funkcij, ki jih mora opravljati.	C		annotator_G	C		annotator_A				C	contradiction
P171	»Eee, gospod ...« se je zaslišalo od zadaj.	Kadar koga izza hrbta nagovorimo, moramo biti vljudni.	N		annotator_G	N		annotator_A				N	neutral
P172	Sam sem le na hitro pokukal, da bi videl, kaj se dogaja.	Dolgo časa sem pasel zijala, da bi se natančno prepričal o situaciji.	C		annotator_C	C		annotator_A				C	contradiction
P173	Ministrstvo, pristojno za visoko šolstvo, določi postopek in roke za ugotavljanje pogojev za opravljanje dejavnosti ter za vpis in izbris iz evidence.	Za visoko šolstvo pristojni minister vsako leto znova odredi postopek vpisa in izbrisa iz evidence visokošolskih zavodov.	N		annotator_C	E		annotator_A					neutral
P174	Po drugem odstavku 3. člena Pravilnika, se v primeru, če je bila zadeva rešena na seji in je tožnika v postopku zastopal odvetnik priznajo stroški v višini 350,00 €.	Pravilnik veleva tudi obvezno priznavanje stroškov strani strank za čas izvajanja sodnega postopka ne glede na kraj razrešitve postopka ali status pravnika.	N		annotator_F	C		annotator_A					neutral
P175	Se naslonila nazaj na zid in z ramenom ugasnila luč.	Stala je daleč od stene in luč je svetila čedalje močneje.	C		annotator_F	C		annotator_A				C	contradiction
P176	Študentke in študenti opravijo v sklopu predmeta dve študijski obveznosti in sicer pisno seminarsko nalogo, ki je pogoj za opravljanje ustnega izpita.	Edini pogoj za opravljanje ustnega ocenjevanja je redno obiskovanje predavanj.	C		annotator_C	C		annotator_A				C	contradiction
P177	c) Cl2(aq) oksidira tako Br(aq) kot tudi I(aq).	c) V redoks reakciji sta brom in jod (oba v vodni raztopini) oksidanta, klor (tudi v vodni raztopini) pa reducent.	N		annotator_C	E		annotator_A					neutral
P178	VSAKA CVETLIČNA POSODA MORA IMETI NA DNU DOVOLJ ODPRTIN ZA ODCEJANJE ODVEČNE VODE.	CVETLIČNA POSODA MORA BITI BREZ ŠPRANJ, DA NE BI IZ NJE ODTEKALA VODA.	C		annotator_D	C		annotator_A				C	contradiction
P179	Ivan Kanič, je predlagal razširitev dnevnega reda, in sicer z obravnavo problematike financiranja IZUM-a in sistema COBISS.	Po predlogu g. Kaniča naj bi novi dnevni red obsegal tudi tematiko finančne podpore javnega zavoda IZUM ter sistema COBISS.	E	Pomanjkanje konteksta oz. zaradi odvečne vejice nelogična poved.	annotator_C	E		annotator_A				E	entailment
P180	»Kam greš, Aléxandre?« je vznemirjeno vprašala Roksana.	“Aléxandre, kam vendar pojdeš?“ je polna vznemirjenja vzkliknila Roksana.	N		annotator_C	E		annotator_A					neutral
P181	Ponedeljek, 12. april 21.00 Brata Khan in plesalka Maya s petjem plesom in igranjem na inštrumenta dholak in harmonium pričarajo glasbeno – plesno tradicijo Radžastana.	Ponedeljek, dvanajsti april ob enaindvajsetih: Pevka in plesalka Maya v spremstvu Modrijanov predstavlja svoj novi album, ki temelji na slovenski folklori.	C		annotator_C	C		annotator_A				C	contradiction
